Po;G_0;G_max_strong1;G_max_strong1/G_0;G_max_strong2;G_max_strong2/G_0;G_max_weak1;G_max_weak1/G_0;G_max_weak2;G_max_weak2/G_0
0.023020895680229577;11.51044784011479;66.00058252493399;5.733971730875398;180.2406701751649;15.658875543227118;74.04971064381964;6.433260605703867;205.1650199672613;17.824243054405365
0.057554509856494775;28.777254928247388;107.54782015619806;3.737250840094219;285.5823283221685;9.92389055294654;106.47377936162891;3.699928281106326;282.08077765690143;9.80221283650007
0.017300815294943518;8.65040764747176;191.90423619536313;22.184415349657037;571.5481932487914;66.07182187718482;105.56289587781157;12.203227891654825;306.3349114542543;35.41277173727025
0.021454292437759186;10.727146218879593;190.44116274710078;17.75319911384517;565.983171981082;52.76176537847143;98.50167963052208;9.18246825583125;281.9210103748613;26.281082090471102
0.03305484113564041;16.527420567820204;29.634239847097696;1.7930347766908763;57.70353027759302;3.4913814917946095;117.67972066405886;7.120271441097574;334.30537396828737;20.227316936509638
0.03056468303990295;15.282341519951476;123.28624522799169;8.067235316462364;353.35820574309867;23.12199379144752;113.40540627686656;7.420682630918369;322.4290165845157;21.098142333985706
0.010139164460202753;5.069582230101377;125.43649953404702;24.742965759436682;371.1530552805552;73.21176350129609;25.866481505794134;5.102290550138069;68.321190612669;13.47669048684171
0.01581714063518309;7.908570317591545;110.54973310118832;13.978472550883867;322.53816019719966;40.783371361035655;123.5769982941447;15.62570645913894;362.47109737128807;45.83269577372539
0.017214963510151587;8.607481755075794;160.29955043416552;18.623280884637087;474.50164290576885;55.12665102379768;76.24582199263106;8.858086971566248;216.34614641305768;25.134662212380448
0.00868601853018219;4.343009265091095;156.27003604877797;35.981971603162165;465.49597407150844;107.18281856157739;58.01185120287209;13.357524163986623;167.24717517477487;38.509513787847474
0.009235245939898034;4.617622969949017;198.68185709027767;43.02686866885352;594.11415436679;128.6623351956666;17.952754284645252;3.887877897671552;45.124899807270005;9.772322275105155
0.03707770190496382;18.53885095248191;197.95753263335808;10.677982855612543;585.5359284444888;31.584262150082154;95.46302750615375;5.149349749390673;261.633844661044;14.112732516791581
0.008738954336934633;4.369477168467316;111.13409959273967;25.434187045248308;328.4617777524641;75.17187184838382;21.02604504096839;4.812027670656923;54.93178216290802;12.57170596045853
0.06216303670203021;31.081518351015106;133.1492846049183;4.283873236217552;366.26748797698264;11.784092522140911;126.72317063953246;4.077122912992883;345.1644177377782;11.105133727371634
0.005430201522291845;2.7151007611459224;184.9740731083585;68.12788525398565;553.4942959529558;203.85773665333534;65.64777495482377;24.178761942933118;192.8950803652742;71.04527505044116
0.006652979222227956;3.326489611113978;94.47177867396569;28.399841790676415;279.2206171673232;83.93852072600266;139.40380122945953;41.90718069994989;415.228536937434;124.82484104268158
0.029712001238459313;14.856000619229656;145.0401610186924;9.763069128507706;421.85811244907234;28.396479191244634;77.59904228615713;5.2234140449423965;211.01312436385288;14.203898463137973
0.008665915002090383;4.3329575010451915;114.22861192124194;26.362735358860046;337.89649447953076;77.98287760681329;108.49731317166135;25.040013234722412;320.50042643228386;73.96805215720973
0.010039829969649333;5.019914984824666;158.64114694924106;31.602357296650915;472.1793514014526;94.0612247077616;44.471149817702376;8.858944813236842;124.99041902775653;24.898911516550744
0.026820398957454077;13.410199478727039;136.15790072211553;10.153309124007176;395.56828310745345;29.49756890156288;86.19306889967946;6.4274263061045325;240.00965199115586;17.897545250679503
0.007558650261319178;3.779325130659589;76.80260027268972;20.321776406489192;225.09086887722648;59.558482293885724;76.59839586195953;20.267744428908436;224.47198683871673;59.394727650632326
0.005050097221290332;2.525048610645166;94.05511035118946;37.248831549091555;278.9830418987729;110.48620637346501;74.46841579515306;29.491874129158216;219.82326237782536;87.05704177380534
0.025770052237661822;12.885026118830911;64.15012631413472;4.978657064604787;172.25190360002532;13.368378302957925;35.15681300896106;2.7285014934956857;82.1209218663201;6.373360915916493
0.0047536135433082095;2.376806771654105;108.45950609274047;45.63244576136058;322.6613705022309;135.75414474171973;105.03849246884816;44.1931139382223;312.33265655493307;131.40851847101126
0.010159886263127143;5.079943131563572;143.60485557293916;28.268988816167823;426.40103448242496;83.9381511641414;28.263877567687594;5.563817711279804;75.59347305397665;14.880771515784566
0.009250202527035546;4.625101263517773;103.2228326027986;22.317961644863335;304.13525650392637;65.75753463019451;110.19022924978412;23.824392801721128;325.3001050558602;70.3336179083877
0.02448843771909766;12.24421885954883;106.92036465696991;8.73231407274189;306.0241369044518;24.993357307215597;89.76679987878083;7.33136191932529;252.79665481517148;20.646205177721434
0.021959694460662264;10.979847230331131;113.39326503878213;10.327399157753346;327.62921255560394;29.839141263327328;103.15565857153655;9.39499943920673;295.97582514140396;26.956278983899658
0.02721822773488852;13.60911386744426;104.4659102023447;7.676172836811087;296.6408240100468;21.79721816566407;140.25366651427953;10.3058632531391;408.1247226255959;29.989073983862564
0.025416813366857617;12.708406683428809;54.49046522534797;4.287749564735058;142.52994854193062;11.215406627471504;26.70413504439156;2.1012968588117777;56.194704359021735;4.421852853693855
